name,hostname,borough,neighbourhood,roomtype,price,minimum_nights,number_of_reviews,calculated_host_listings_count,availability_365
"HOSTING YOUR  SUNNY, SPACIOUS NYC ROOM",Paula,Manhattan,Inwood,Private room,75,7,0,2,323
Williamsburg near soho. / loftbed,Kristian & Di,Brooklyn,Williamsburg,Private room,60,17,14,4,362
Prime East Village 1 Bedroom,David,Manhattan,East Village,Entire home/apt,200,3,0,1,0
BROOKLYN  STUDIO APARTMENT,Niya,Brooklyn,Crown Heights,Private room,100,3,279,1,301
BEDROOM2 FOR RENT  10min from Manh,Helene,Brooklyn,Bedford-Stuyvesant,Private room,70,4,18,4,189
cozy bedroom in lovely garden apt,Debbie,Brooklyn,Crown Heights,Private room,110,6,50,1,0
Crown Heights Garden Apt.,Anthony,Brooklyn,Crown Heights,Private room,60,2,227,2,287
Amazing  Sunny & Breezy Home In the Heart of  NYC,Tilly,Manhattan,Little Italy,Entire home/apt,90,14,1,1,14
ENJOY Downtown NYC!!,Edward,Manhattan,East Village,Private room,68,2,203,2,86
Charming UWS Treehouse Apt,Claire,Manhattan,Upper West Side,Entire home/apt,115,2,210,1,261
Share a HOME - $75 for 1 bdrm/++ for 2 - Brooklyn,Juhli,Brooklyn,Bedford-Stuyvesant,Private room,75,5,64,1,68
"Room in S3rd/Bedford, Williamsburg",Marlon,Brooklyn,Williamsburg,Private room,60,3,0,1,0
CHARMING EAST VILLAGE 2 (or 1) BR,Mary D,Manhattan,East Village,Entire home/apt,129,7,5,1,231
Farmhouse Apartment in Williamsburg,Valerie,Brooklyn,Williamsburg,Entire home/apt,130,10,49,1,152
Bright+Spacious Williamsburg Abode!,Larissa,Brooklyn,Williamsburg,Entire home/apt,95,4,132,1,46
"Suite Sugar Hill, Harlem, Private Rm in Hosted Apt",Eric,Manhattan,Harlem,Private room,75,3,20,1,364
Beautiful 1 Bedroom Apt Park Slope,Jessica,Brooklyn,Park Slope,Entire home/apt,175,2,11,1,246
CHARMING CARROLL GARDENS APT.,Melissa,Brooklyn,Carroll Gardens,Entire home/apt,190,3,51,1,288
Private Bedroom Brownstone Brooklyn,Alex,Brooklyn,Crown Heights,Private room,49,21,15,5,331
East Village Loft with Piano & Patio,Samir,Manhattan,East Village,Entire home/apt,212,3,67,1,51
Lower East Side Magic Room,Tony,Manhattan,Lower East Side,Private room,95,1,109,3,364
**Fantastic Williamsburg Apt**,Luis Fernando,Brooklyn,Williamsburg,Entire home/apt,140,2,9,1,254
West Harlem Home Base - Eco-Apt.,Henning,Manhattan,Harlem,Entire home/apt,135,6,187,1,189
Charming Garden Apt in Park Slope,Stefano,Brooklyn,Park Slope,Entire home/apt,150,2,214,2,263
"Lovely, Modern, Garden Apartment",Jana,Brooklyn,Gowanus,Entire home/apt,190,3,69,2,258
Central Park 1BR sunny condo,Per,Manhattan,East Harlem,Entire home/apt,124,28,22,1,103
Cozy Garden Apartment  in Williamsburg,Adrienne,Brooklyn,Williamsburg,Entire home/apt,135,30,56,1,42
SoHa comfort-by NW Central Park!,Elise,Manhattan,Morningside Heights,Private room,122,3,93,1,246
Cozy room in Upper West Side,Deda,Manhattan,Upper West Side,Private room,109,1,104,2,364
Cozy Private Room in Apartment,Share,Manhattan,Harlem,Private room,85,30,64,1,318
The Cozy Brownstone Inn (discount)!,Naimah,Brooklyn,Bedford-Stuyvesant,Entire home/apt,145,3,127,2,72
Prewar Penthouse w Private Terrace,Violetta,Manhattan,Upper West Side,Entire home/apt,195,11,30,1,249
Designer 2.5 BR Loft in Carroll Gardens by Subway,Jenna,Brooklyn,Carroll Gardens,Entire home/apt,250,2,106,3,272
Bright Beautiful Brooklyn,Jason,Brooklyn,Greenpoint,Private room,125,3,6,1,325
Unique spacious loft on the Bowery,Alicia,Manhattan,Little Italy,Entire home/apt,575,2,191,1,298
"Nice renovated apt, prime location!",Silvia,Manhattan,Upper West Side,Entire home/apt,150,30,48,1,35
Brooklyn Writer's Nook,Joab,Brooklyn,Bushwick,Private room,70,5,47,1,203
Private Bedroom in Large NYC Apartment,Mary And Geoff,Manhattan,Inwood,Private room,90,2,120,1,132
"Large, Sunny Room East Village NYC",Eyal,Manhattan,East Village,Private room,65,3,52,1,5
Great Large 3 BR/2 Bath Duplex with Private Patio!,Bruce,Manhattan,East Village,Entire home/apt,500,2,48,4,297
All That Jazz. Uptown style on Sugar Hill.,Kurt,Manhattan,Washington Heights,Entire home/apt,250,3,32,2,276
Bright and lovely 1 bdrm apt in LES,Jennifer,Manhattan,Chinatown,Entire home/apt,125,25,43,1,102
Beautiful One Bed West Village - 4 Month Special,Ruperto,Manhattan,West Village,Entire home/apt,200,30,39,1,251
Gigantic Private Brooklyn Loft!,Ben,Brooklyn,Greenpoint,Entire home/apt,229,1,50,1,188
Condo Apartment with laundry in unit,Thai,Bronx,Kingsbridge,Entire home/apt,90,30,4,2,346
1BR: See Central Park from Terrace!,Hudson,Manhattan,Upper West Side,Entire home/apt,110,13,38,1,0
Private room in cozy Greenpoint,Vanessa,Brooklyn,Greenpoint,Private room,59,3,29,1,15
Food & Music Dream Apartment in Williamsburg,Daniel,Brooklyn,Williamsburg,Entire home/apt,195,4,59,1,71
French Garden cottage off Bedford,Patty,Brooklyn,Williamsburg,Entire home/apt,169,1,68,2,215
Alcove Studio w/ outdoor Patio Deck,Amir,Manhattan,East Harlem,Entire home/apt,113,14,26,3,253
Luxury 3 bed/ 2 bath apt in Harlem w/ terrace,G & S,Manhattan,Harlem,Entire home/apt,250,14,31,1,78
One Bedroom Mini studio - Free WIFI,Nazleen,Queens,Astoria,Entire home/apt,115,2,198,1,257
"Sunlit and Cozy Williamsburg/Greenpoint, Brooklyn",Allison,Brooklyn,Greenpoint,Private room,55,2,1,1,0
BROOKLYN > Guest Room w/ King Bed in Williamsburg,Scott,Brooklyn,Williamsburg,Private room,69,2,220,2,8
Bright Cozy Chinatown Studio Apt.,Patricia,Manhattan,Lower East Side,Entire home/apt,150,3,286,1,191
Eveland the Place to Stay & Enjoy a 5-⭐️ 2bdrm,Evelyn,Brooklyn,South Slope,Entire home/apt,169,2,398,3,182
Superior @ Box House,The Box House Hotel,Brooklyn,Greenpoint,Private room,179,3,36,28,79
Hells Kitchen Garden of Eden,Moss Owen,Manhattan,Hell's Kitchen,Private room,150,3,36,1,49
"Historic House Boerum Hill, BK, NYC",Nancy,Brooklyn,Boerum Hill,Entire home/apt,135,4,6,1,0
Lovely 3 bedroom in Italianate Brownstone w/garden,Bliss,Brooklyn,Clinton Hill,Entire home/apt,350,6,14,1,156
"Williamsburg HUGE, PRIVATE BATH - Next to Train!",Pam,Brooklyn,Williamsburg,Private room,120,14,76,6,343
Cozy room in East Village with AC,Jennifer,Manhattan,East Village,Private room,71,2,182,1,200
Duplex w/ Terrace @ Box House Hotel,The Box House Hotel,Brooklyn,Greenpoint,Private room,349,3,8,28,60
Loft w/ Terrace @ Box House Hotel,The Box House Hotel,Brooklyn,Greenpoint,Private room,349,3,7,28,60
Spacious 3 Bedroom Duplex in Park Slope,Ellis,Brooklyn,Park Slope,Entire home/apt,165,30,34,2,189
Loft w/ Terrace @ Box House Hotel,The Box House Hotel,Brooklyn,Greenpoint,Private room,249,3,2,28,60
Columbia Castle in Brooklyn Heights,Christopher,Brooklyn,Brooklyn Heights,Private room,100,3,66,2,0
Columbia Castle 2 BR,Christopher,Brooklyn,Brooklyn Heights,Entire home/apt,200,3,80,2,106
"Charming Artist's Flat, East Village",Sarah,Manhattan,East Village,Entire home/apt,169,4,240,1,276
BEAUTIFUL 2 BEDROOM APARTMENT,Ruthven,Brooklyn,Bedford-Stuyvesant,Entire home/apt,185,3,46,1,248
Brooklyn Cove Studio Apt w/ Garden!!,Julian,Brooklyn,Bushwick,Entire home/apt,65,2,228,1,194
"Ft. Greene garden gem, large and convenient",Leslie,Brooklyn,Fort Greene,Entire home/apt,130,35,5,1,135
Williamsburg penthouse with private roof cabana,Sophie,Brooklyn,Williamsburg,Entire home/apt,199,30,8,1,30
East Village Designer's 1-BR APT,Yvette,Manhattan,East Village,Entire home/apt,225,2,33,1,0
Superior @ Box House,The Box House Hotel,Brooklyn,Greenpoint,Private room,179,3,13,28,81
So Much Room in Brooklyn,Famous,Brooklyn,Crown Heights,Entire home/apt,150,5,5,1,0
Large Studio--Heart of East Village,Kyle,Manhattan,East Village,Entire home/apt,139,1,388,1,142
Huge.Bright.Clean.Safe. Private Room,Ange,Manhattan,Two Bridges,Private room,95,3,223,2,60
Garden 1BR/1BA Brownstone Apt - 2 blocks to subway,Alex,Brooklyn,Crown Heights,Entire home/apt,79,15,11,5,179
MODERN SPACIOUS 2 BR APT DOWNTOWN MANHATTAN,T,Manhattan,Lower East Side,Entire home/apt,150,2,151,2,52
The Brooklyn Waverly,Sahr,Brooklyn,Clinton Hill,Entire home/apt,650,5,0,3,365
"WONDERFUL, COMFORTABLE STUDIO",Marylyn,Brooklyn,Bedford-Stuyvesant,Entire home/apt,90,3,218,4,324
MAISON DES SIRENES 2,Nathalie,Brooklyn,Bedford-Stuyvesant,Entire home/apt,120,2,75,2,237
"Modern, Safe, Clean, Bright Room in Astoria for 2",Savannah,Queens,Astoria,Private room,80,1,42,2,365
LARGE 1BR (CONV 2BR) CROWN HEIGHTS,Sadatu,Brooklyn,Crown Heights,Entire home/apt,100,90,0,1,365
The Vernon On Greene,Jason,Brooklyn,Bedford-Stuyvesant,Entire home/apt,175,2,370,1,204
"Beautiful, Bright’s, Warm & Spacious 1.5BR Apt",Keishera,Brooklyn,Crown Heights,Entire home/apt,120,5,104,1,272
Lovely 1BR in Tree-lined WBurg,Tessa,Brooklyn,Williamsburg,Entire home/apt,140,7,13,1,0
Spacious Loft in Clinton Hill,Eduardo,Brooklyn,Bedford-Stuyvesant,Entire home/apt,200,5,4,1,9
"The Brooklyn Waverly, One Bedroom",Sahr,Brooklyn,Clinton Hill,Private room,165,4,11,3,365
LOVELY APARTMENT IN THE HEART OF NY,Shon,Manhattan,Kips Bay,Entire home/apt,125,4,1,3,181
Groovy NYC Chelsea Pad,Peter Michael,Manhattan,Chelsea,Entire home/apt,130,30,19,1,189
Comfortable Cozy Space in El Barrio,Liz And Melissa,Manhattan,East Harlem,Shared room,65,7,131,2,0
Sunny Bklyn Jewel  Fort Greene JULY  - AUG 2019,Wanda,Brooklyn,Fort Greene,Entire home/apt,123,30,15,1,189
"MANHATTAN Neat, Nice, Bright ROOM",Giorgio,Manhattan,Washington Heights,Private room,67,2,136,1,296
Bienvenue,,Queens,Queens Village,Private room,50,1,43,1,88
Large Brand New Park Slope 1BR,Mi,Brooklyn,Gowanus,Entire home/apt,130,7,98,1,35
Colorful Artistic Williamsburg Apt,Lee And Tara,Brooklyn,Williamsburg,Private room,100,3,31,1,0
UWS Brownstone Near Central Park,Chas,Manhattan,Upper West Side,Entire home/apt,212,21,45,1,35
Artsy TopFloor Apt in PRIME BEDFORD Williamsburg,Ade,Brooklyn,Williamsburg,Entire home/apt,190,3,124,1,359
2 BR w/ Terrace @ Box House Hotel,The Box House Hotel,Brooklyn,Greenpoint,Private room,599,3,9,28,60
BOHEMIAN EAST VILLAGE 2 BED HAVEN,Jason,Manhattan,East Village,Entire home/apt,249,5,166,2,365
Oceanfront Apartment in Rockaway,Michelle,Queens,Rockaway Beach,Private room,70,27,13,1,335
Private 1-Bedroom Apt in Townhouse,Alex,Brooklyn,Crown Heights,Entire home/apt,100,30,15,5,282
Bright Room With A Great River View,Alicia,Manhattan,Harlem,Private room,60,3,380,2,247
Tree lined block modern apartment,Olivia,Brooklyn,Bedford-Stuyvesant,Entire home/apt,135,2,86,1,102
Sweet Historic Greenpoint Duplex,Maya,Brooklyn,Greenpoint,Entire home/apt,175,3,248,3,274
Riverside Charm with Fire Place,Kai,Manhattan,Upper West Side,Entire home/apt,120,5,49,1,201
"Very Central, Nomad/Chelsea Loft Studio",Driss,Manhattan,Midtown,Entire home/apt,169,18,54,1,98
Sunny 3BR Apt Ideal for Family  ,Marine,Brooklyn,Crown Heights,Entire home/apt,165,7,3,1,157
Cozy Private Room in West Harlem!,Kelli,Manhattan,Harlem,Private room,90,1,1,1,0
UES Quiet & Spacious 1 bdrm for 4,Olivia,Manhattan,Upper East Side,Entire home/apt,225,2,56,1,312
ALL ABOUT A VERY COMFORTABLE ROOM..,Carol,Brooklyn,Fort Greene,Private room,95,2,163,2,331
Brooklyn- Crown Heights Garden Apt.,Anthony,Brooklyn,Crown Heights,Private room,55,2,247,2,275
Cozy room in Time Square!,Natalia,Manhattan,Hell's Kitchen,Private room,85,10,116,1,174
Large Park Slope Townhouse Duplex,Susi,Brooklyn,South Slope,Entire home/apt,199,14,27,2,223
Lower East Side 2 Bedroom Apt,Tony,Manhattan,Lower East Side,Entire home/apt,211,1,52,3,361
"Manhattan Studio, Perfect Location",Andrey,Manhattan,Midtown,Entire home/apt,145,6,39,1,0
Sun-Drenched Hamilton Hts Jewel   ,Jane,Manhattan,Harlem,Private room,65,14,35,1,283
Your Stunning Vacation Apartment!,Will,Manhattan,Harlem,Entire home/apt,99,1,320,1,220
1 BDRM Apt-Weekend Sublease,Lilly,Queens,Astoria,Entire home/apt,110,4,30,1,363
ROOM WITH A  KITCHENETTE,Marylyn,Brooklyn,Crown Heights,Entire home/apt,80,3,225,4,315
"Conveniently Located, Sunny Brooklyn Heights!",LuLu,Brooklyn,Brooklyn Heights,Entire home/apt,150,30,95,1,281
Style in Stuyvesant Heights,Roberta,Brooklyn,Bedford-Stuyvesant,Entire home/apt,110,4,70,1,283
Heart of Meatpacking & Chelsea,Paul,Manhattan,Chelsea,Private room,290,2,35,1,20
Spacious East Village apt near it all,Bobby,Manhattan,East Village,Private room,87,2,0,1,0
Williamsburg apartment right by the subway,Itamar,Brooklyn,Williamsburg,Entire home/apt,190,4,50,1,331
Spacious Brooklyn Loft - 2 Bedroom,Vikram,Brooklyn,Williamsburg,Entire home/apt,200,2,29,1,36
"Park Slope Apt:, Spacious 2 bedroom",Elizabeth,Brooklyn,Park Slope,Entire home/apt,165,2,23,2,7
NYC Studio for Rent in Townhouse,Christopher,Manhattan,Harlem,Entire home/apt,110,2,142,2,301
⚡Quiet Gem w/roof deck on NY's Hottest Street⚡,Justin,Manhattan,East Village,Entire home/apt,395,2,70,1,170
Authentic New York City Living ,Rodney,Brooklyn,Bedford-Stuyvesant,Private room,99,2,38,2,307
SUPER BIG AND COZY PRIVATE BEDROOM,Antonín,Brooklyn,Kensington,Private room,39,1,82,2,365
☆Massive DUPLEX☆ 2BR & 2BTH East Village 9+ Guests,Seith,Manhattan,East Village,Entire home/apt,189,2,403,3,201
Gorgeous Upper West Side Apartment,Eric,Manhattan,Upper West Side,Private room,85,1,3,1,0
"Luxe, Spacious 2BR 2BA Nr Trains",Katharine,Brooklyn,Gowanus,Entire home/apt,260,30,3,1,316
City Room - Street View Apt,Wayne,Manhattan,Harlem,Entire home/apt,122,1,116,5,271
Cozy and Bright One Bedroom in BK,Lauren,Brooklyn,Greenpoint,Entire home/apt,165,2,175,1,139
Forest Hills Apt minutes to midtown Manhattan,Jean,Queens,Forest Hills,Entire home/apt,97,3,28,3,209
Spacious West Village 1 b/room King,Catherine,Manhattan,West Village,Entire home/apt,170,4,24,1,0
Perfect Williamsburg Summer Haven,Holly,Brooklyn,Williamsburg,Entire home/apt,125,2,15,1,0
Midtown cozy convenient,Tracy,Manhattan,Murray Hill,Private room,130,4,105,1,193
Prime Williamsburg Apartment,Giovanni,Brooklyn,Williamsburg,Entire home/apt,225,10,22,1,52
"Private, spacious room in Brooklyn",Karen,Brooklyn,East Flatbush,Private room,50,2,263,2,136
Garden apartment close to Manhattan,Christopher,Brooklyn,Fort Greene,Entire home/apt,170,3,86,2,286
The Ground Studio - West Side,Jeff,Manhattan,Chelsea,Entire home/apt,132,4,10,1,0
Stunning arty 3200sf 3FLR+3BR townhome w/terrace,Irena,Brooklyn,Park Slope,Entire home/apt,250,7,18,1,18
Sunny and Spacious Designer's Home,Michael,Brooklyn,Greenpoint,Entire home/apt,141,5,8,1,9
"Spacious,Sunny, private one bedroom",Jessica,Brooklyn,Crown Heights,Entire home/apt,64,20,70,1,3
Truly Amazing Oasis In The City,Daniel,Brooklyn,Williamsburg,Entire home/apt,249,3,150,1,277
Holiday Time in NY - Oh My!!,Ivy,Brooklyn,Crown Heights,Private room,79,2,115,1,0
"East Village, King-Sized, Charmer",Dave,Manhattan,East Village,Entire home/apt,185,2,69,1,233
Affordable Furnished Apartment,Mark,Brooklyn,Boerum Hill,Entire home/apt,120,3,232,1,221
Architect's Brownstone,Orna,Brooklyn,Park Slope,Entire home/apt,495,1,35,1,355
LUXURY SOHO 2 Bedroom Apt ,Allison,Manhattan,Nolita,Entire home/apt,375,3,18,1,0
Charming Nolita Apartment!!,Vanessa,Manhattan,Nolita,Entire home/apt,175,3,68,1,277
"EAST VILLAGE STUDIO, sunny & quiet",Josh,Manhattan,East Village,Entire home/apt,150,4,22,1,0
LUXURY OF THE HORIZON,Rinaldo,Manhattan,Harlem,Entire home/apt,259,8,17,1,343
1 Bdrm in 4 Bdrm dupelx/roof deck,Jonathan,Manhattan,East Village,Private room,96,1,34,1,0
The Heart of Prime Williamsburg,Oliver,Brooklyn,Williamsburg,Entire home/apt,145,7,8,1,0
Parisian apartment in Chelsea,Kristin,Manhattan,Chelsea,Entire home/apt,200,4,0,1,0
Cozy 2 Bedroom with Private Garden,Carolyn,Manhattan,Upper West Side,Entire home/apt,95,5,2,1,0
Three-bedroom house in a quiet neighborhood,Meighan,Brooklyn,Windsor Terrace,Entire home/apt,250,4,52,1,188
Beautiful Duplex w/Private Garden,Julie,Manhattan,Harlem,Entire home/apt,295,2,74,2,264
NYC - Sunny Greenwich Village 1br,John,Manhattan,Greenwich Village,Entire home/apt,175,3,18,1,0
Garage Designer Loft,Mihalis,Brooklyn,Williamsburg,Entire home/apt,451,2,72,1,331
Best City Area Columbia U Upper West Side C Park,B.,Manhattan,Upper West Side,Entire home/apt,165,2,191,1,236
Your own apartment off Park Avenue,Nancy,Manhattan,Upper East Side,Entire home/apt,250,4,0,1,0
Artsy 1 bedroom Apt. 20 min to 42nd Grand Central!,"Dee, Dre & Mama Shelley",Bronx,Woodlawn,Entire home/apt,77,1,197,1,309
Lower East Side 2 Bed Apt.,Peter,Manhattan,Lower East Side,Entire home/apt,250,4,19,1,0
Astoria-Private Home NYC-,Gladys & Bob,Queens,Astoria,Entire home/apt,129,1,414,1,245
"BIG, COMFY , PRIV. ROOM, BIG APT, YARD, GREAT LOC.",M,Brooklyn,Williamsburg,Private room,98,2,8,4,0
Park Slope Apartment,Wendy,Brooklyn,Park Slope,Entire home/apt,150,2,0,1,8
CHARMING PRIVATE BEDROOM EAST VILLAGE,Ewelina,Manhattan,East Village,Private room,95,7,25,1,359
City Room - Semi Private Bedroom,Wayne,Manhattan,Harlem,Private room,55,3,119,5,333
Cozy apartment in a brownstone,William,Manhattan,Harlem,Entire home/apt,300,2,203,3,258
Female Only Clean15min to Manhattan,Lucy,Queens,Sunnyside,Private room,42,40,53,3,236
Greenpoint Spacious Loft,Pat,Brooklyn,Greenpoint,Entire home/apt,125,2,104,1,22
Private E. Village Townhouse Stay,Donna,Manhattan,East Village,Private room,175,3,175,1,236
Harlem/Hamilton Heights Cozy Room,Kimberly,Manhattan,Harlem,Private room,75,3,38,3,365
Incredible Prime Williamsburg Loft!,Meredith,Brooklyn,Williamsburg,Entire home/apt,255,45,39,1,89
Large  Loft Style  Studio  Space,Tokunbo,Brooklyn,Bedford-Stuyvesant,Entire home/apt,72,31,88,1,164
Hancock Town House!-Stuyvesant Mews,Fred,Brooklyn,Bedford-Stuyvesant,Private room,165,1,27,4,311
Entire Apt in Heart of Williamsburg,Laura,Brooklyn,Williamsburg,Entire home/apt,165,5,117,1,23
Clinton Hill + Free Coffee = #smile,Pepe,Brooklyn,Clinton Hill,Private room,75,3,43,2,365
"Nice, cozy, neat apt Greenpoint,BK",Lennny & Megan,Brooklyn,Greenpoint,Entire home/apt,130,5,4,1,0
PRIVATE and SUNNY Williamsburg Apt!,Amia,Brooklyn,Williamsburg,Entire home/apt,139,2,385,1,222
Purple Room for 2/3 in brownstone $1450 per month,JT And Tiziana,Brooklyn,Bedford-Stuyvesant,Private room,88,1,64,3,238
Red Room for two in Brownstone for $1355/mo,JT And Tiziana,Brooklyn,Bedford-Stuyvesant,Private room,80,1,39,3,218
"Chelsea living, 2BR best location",Kaye,Manhattan,Chelsea,Private room,150,2,37,1,0
LOCATION LOCATION LOCATION UWS 60's,Ligia,Manhattan,Upper West Side,Entire home/apt,200,3,10,1,0
In the heart of East Village,James,Manhattan,East Village,Entire home/apt,200,2,103,1,235
Sunny 15min to Manhattan LADY only,Lucy,Queens,Sunnyside,Private room,42,40,41,3,246
Surfer room 15mins to downtown NYC!,Alain,Brooklyn,Williamsburg,Private room,90,6,3,1,0
Manhattan Penthouse-Max.12 guests,"Robert ""Bob""",Manhattan,Harlem,Entire home/apt,295,3,227,1,247
Prime Williamsburg 3 BR with Deck,Andres,Brooklyn,Williamsburg,Entire home/apt,450,5,37,1,15
Beautiful Brooklyn Oasis ,Placid,Brooklyn,Crown Heights,Entire home/apt,130,2,29,1,119
Blue Room in Awesome Artist's Apartment!,Jsun,Brooklyn,Williamsburg,Private room,89,3,205,3,0
Cool & Spacious Harlem Artist Flat,Jorin,Manhattan,Harlem,Entire home/apt,198,5,42,2,234
☆ STUDIO East Village ☆ Own bath! ☆ Sleeps 4 ☆,Seith,Manhattan,East Village,Entire home/apt,99,2,280,3,257
Greenpoint Loft / Le Chez Andrea,Andrea,Brooklyn,Greenpoint,Private room,46,4,86,3,350
"*SoHo: Clean, Safe, Private, Peaceful Bedroom (A)*",Jade,Manhattan,SoHo,Private room,140,2,54,1,221
Amazing Brownstone in Best Brooklyn,Smadar,Brooklyn,Carroll Gardens,Entire home/apt,500,7,7,1,0
Couldn't Be Closer To Columbia Uni2,Rahul,Manhattan,Morningside Heights,Private room,75,5,57,2,201
Lady only Curtain-divided room,Lucy,Queens,Sunnyside,Private room,33,44,31,3,161
Nice Manhattan Apt Near Central Park and Subway,Giancarlo,Manhattan,Upper West Side,Entire home/apt,250,31,188,1,259
LG Private Room/Family Friendly,Wanda,Brooklyn,Bushwick,Private room,60,3,480,1,0
Spacious Quiet rm - 20mins to Midtown,Yvette,Manhattan,Washington Heights,Private room,75,2,34,1,222
"3 BR, Beautiful Brooklyn Duplex",Jilly,Brooklyn,Carroll Gardens,Entire home/apt,350,5,6,1,0
Spacious modern studio apartment in Manhattan,Daniel,Manhattan,Chelsea,Entire home/apt,205,9,3,2,76
Gorgeous Duplex + Garden,Adam,Brooklyn,Park Slope,Entire home/apt,219,5,2,1,0
CBG# 4Tiny room w/ huge window/AC,Lisel,Brooklyn,Park Slope,Private room,60,1,20,6,258
Charming upper west side apartment,Barbara,Manhattan,Upper West Side,Entire home/apt,185,2,129,1,14
Light-filled East Village Delight,Chris,Manhattan,East Village,Entire home/apt,190,3,147,1,27
"Sunny, quiet, legal homelike suite-Pk Slope South",Sara,Brooklyn,South Slope,Entire home/apt,105,28,101,1,167
